<RUS> Aaron_S._Daggett | award | Purple_Heart
<RUS> 1001_Gaussia | absoluteMagnitude | 9.7
<RUS> 1001_Gaussia | discoverer | Sergey_Belyavsky
<RUS> 1001_Gaussia | epoch | 2015-06-27
<RUS> 1001_Gaussia | formerName | "A911 MD"
<RUS> 1001_Gaussia | meanTemperature | 154.0 (kelvins)
<RUS> 1001_Gaussia | orbitalPeriod | 5.75 (days)
<RUS> 1001_Gaussia | periapsis | 419113394.55312 (kilometres)
<RUS> 1001_Gaussia | rotationPeriod | 33012.0
<RUS> 101_Helena | absoluteMagnitude | 8.33
<RUS> 101_Helena | averageSpeed | 18.44 (kilometrePerSeconds)
<RUS> 101_Helena | density | 2.0 (gramPerCubicCentimetres)
<RUS> 101_Helena | discovered | 1868-08-15
<RUS> 101_Helena | discoverer | James_Craig_Watson
<RUS> 101_Helena | escapeVelocity | 0.0348 (kilometrePerSeconds)
<RUS> 101_Helena | periapsis | 331683000.0 (kilometres)
<RUS> 101_Helena | temperature | 173.0 (kelvins)
<RUS> 1036_Ganymed | apoapsis | 611961000.0 (kilometres)
<RUS> 1036_Ganymed | discoverer | Walter_Baade
<RUS> 1036_Ganymed | epoch | 2004-10-22
<RUS> 1036_Ganymed | orbitalPeriod | 374976.0 (seconds)
<RUS> 1036_Ganymed | periapsis | 184434000000.0
<RUS> 1036_Ganymed | rotationPeriod | 37116.0
<RUS> 103_Hera | apoapsis | 437170000.0 (kilometres)
<RUS> 103_Hera | averageSpeed | 18.09 (kilometrePerSeconds)
<RUS> 103_Hera | discovered | 1868-09-07
<RUS> 103_Hera | discoverer | James_Craig_Watson
<RUS> 103_Hera | epoch | 2011-08-27
<RUS> 103_Hera | escapeVelocity | 0.0482 (kilometrePerSeconds)
<RUS> 103_Hera | orbitalPeriod | 1622.213 (days)
<RUS> 103_Hera | periapsis | 371240000.0 (kilometres)
<RUS> 103_Hera | rotationPeriod | 85466.9
<RUS> 103_Hera | temperature | 170.0 (kelvins)
<RUS> 107_Camilla | apoapsis | 560937000.0 (kilometres)
<RUS> 107_Camilla | discovered | 1868-11-17
<RUS> 107_Camilla | discovered | 2001-03-01
<RUS> 107_Camilla | discoverer | B._Zellner
<RUS> 107_Camilla | discoverer | C._Woods
<RUS> 107_Camilla | discoverer | E._Wells
<RUS> 107_Camilla | discoverer | M._Gaffey
<RUS> 107_Camilla | epoch | 2006-12-31
<RUS> 107_Camilla | orbitalPeriod | 2368.05 (days)
<RUS> 107_Camilla | periapsis | 479343000.0 (kilometres)
<RUS> 1089_Tama | apoapsis | 373513000.0 (kilometres)
<RUS> 1089_Tama | averageSpeed | 19.94 (kilometrePerSeconds)
<RUS> 1089_Tama | epoch | 2005-11-26
<RUS> 1089_Tama | formerName | "1930 ST; 1952 HE4"
<RUS> 1089_Tama | formerName | "A919 HA; 1927 WB;"
<RUS> 1089_Tama | periapsis | 288749000000.0
<RUS> 1089_Tama | rotationPeriod | 17.28
<RUS> 1089_Tama | temperature | 179.0 (kelvins)
<RUS> 1097_Vicia | apoapsis | 511592000.0 (kilometres)
<RUS> 1097_Vicia | escapeVelocity | 0.0112 (kilometrePerSeconds)
<RUS> 1097_Vicia | formerName | "1928 PC"
<RUS> 1097_Vicia | mass | 9.8 (kilograms)
<RUS> 1097_Vicia | orbitalPeriod | 135589000.0
<RUS> 1097_Vicia | periapsis | 279142000000.0
<RUS> 1097_Vicia | temperature | 171.0 (kelvins)
<RUS> 1099_Figneria | apoapsis | 605718000.0 (kilometres)
<RUS> 1099_Figneria | averageSpeed | 16.37 (kilometrePerSeconds)
<RUS> 1099_Figneria | epoch | 2006-12-31
<RUS> 1099_Figneria | formerName | "1928 RQ"
<RUS> 1099_Figneria | orbitalPeriod | 179942000.0
<RUS> 1099_Figneria | periapsis | 349206000000.0
<RUS> 1099_Figneria | temperature | 156.0 (kelvins)
<RUS> 109_Felicitas | apoapsis | 523329000.0 (kilometres)
<RUS> 109_Felicitas | averageSpeed | 17.73 (kilometrePerSeconds)
<RUS> 109_Felicitas | epoch | 2006-12-31
<RUS> 109_Felicitas | escapeVelocity | 0.0473 (kilometrePerSeconds)
<RUS> 109_Felicitas | mass | 7.5 (kilograms)
<RUS> 109_Felicitas | orbitalPeriod | 139705000.0
<RUS> 109_Felicitas | rotationPeriod | 47487.6
<RUS> 10_Hygiea | apoapsis | 523951582.33968 (kilometres)
<RUS> 10_Hygiea | discoverer | Annibale_de_Gasparis
<RUS> 10_Hygiea | epoch | 2015-06-27
<RUS> 10_Hygiea | escapeVelocity | 0.21 (kilometrePerSeconds)
<RUS> 10_Hygiea | formerName | "A900 GA"
<RUS> 10_Hygiea | periapsis | 416136000000.0
<RUS> 10_Hygiea | rotationPeriod | 198803.0
<RUS> 10_Hygiea | surfaceArea | 837080.744 (squareKilometres)
<RUS> 10_Hygiea | temperature | 164.0 (kelvins)
<RUS> 1101_Clematis | apoapsis | 520906000.0 (kilometres)
<RUS> 1101_Clematis | averageSpeed | 16.54 (kilometrePerSeconds)
<RUS> 1101_Clematis | epoch | 2006-12-31
<RUS> 1101_Clematis | escapeVelocity | 0.02 (kilometrePerSeconds)
<RUS> 1101_Clematis | formerName | "1928 SJ"
<RUS> 1101_Clematis | mass | 5.7 (kilograms)
<RUS> 1101_Clematis | orbitalPeriod | 183309000.0
<RUS> 1101_Clematis | temperature | 155.0 (kelvins)
<RUS> 110_Lydia | apoapsis | 440756000.0 (kilometres)
<RUS> 110_Lydia | averageSpeed | 17.99 (kilometrePerSeconds)
<RUS> 110_Lydia | discoverer | Alphonse_Borrelly
<RUS> 110_Lydia | escapeVelocity | 0.0455 (kilometrePerSeconds)
<RUS> 110_Lydia | mass | 6.7 (kilograms)
<RUS> 110_Lydia | orbitalPeriod | 142603000.0
<RUS> 110_Lydia | rotationPeriod | 39332.9
<RUS> 110_Lydia | temperature | 168.0 (kelvins)
<RUS> 11264_Claudiomaccone | apoapsis | 475426000.0 (kilometres)
<RUS> 11264_Claudiomaccone | averageSpeed | 18.29 (kilometrePerSeconds)
<RUS> 11264_Claudiomaccone | discoverer | Nikolai_Chernykh
<RUS> 11264_Claudiomaccone | epoch | 2005-11-26
<RUS> 11264_Claudiomaccone | orbitalPeriod | 1513.722 (days)
<RUS> 11264_Claudiomaccone | periapsis | 296521000.0 (kilometres)
<RUS> 11264_Claudiomaccone | rotationPeriod | 11473.9
<RUS> James_Craig_Watson | deathCause | Peritonitis
<RUS> James_Craig_Watson | deathPlace | Madison,_Wisconsin
<RUS> James_Craig_Watson | nationality | Canada
<RUS> James_Craig_Watson | stateOfOrigin | Canada
<RUS> N._R._Pogson | deathPlace | Chennai
<RUS> Walter_Baade | almaMater | University_of_Göttingen
<RUS> Walter_Baade | birthPlace | German_Empire
<RUS> Walter_Baade | birthPlace | Preußisch_Oldendorf
<RUS> Walter_Baade | deathPlace | Göttingen
<RUS> Walter_Baade | deathPlace | West_Germany
<RUS> Walter_Baade | doctoralStudent | Allan_Sandage
<RUS> Walter_Baade | doctoralStudent | Halton_Arp
<RUS> Walter_Baade | nationality | Germany
<RUS> Bananaman | starring | Tim_Brooke-Taylor
<RUS> Duncan_Rouleau | nationality | Americans
<RUS> Duncan_Rouleau | nationality | Americans
<RUS> Bananaman | broadcastedBy | BBC
<RUS> Bananaman | broadcastedBy | BBC
<RUS> Bananaman | broadcastedBy | BBC
<RUS> Bananaman | broadcastedBy | BBC
<RUS> Bananaman | creator | John_Geering
<RUS> Bananaman | starring | Jill_Shilling
<RUS> Bananaman | starring | Tim_Brooke-Taylor
<RUS> Big_Hero_6_(film) | starring | Ryan_Potter
<RUS> Duncan_Rouleau | nationality | Americans
<RUS> Duncan_Rouleau | nationality | Americans
<RUS> Duncan_Rouleau | nationality | Americans
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Bangalore | founder | Kempe_Gowda_I
<RUS> Romania | leaderTitle | Prime_Minister_of_Romania
<RUS> School of Business and Social Sciences at the Aarhus University | affiliation | European_University_Association
<RUS> AWH_Engineering_College | established | 2001
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | president | "B.M. Reddy"
<RUS> European_University_Association | headquarters | Brussels
<RUS> India | largestCity | Mumbai
<RUS> India | largestCity | Mumbai
<RUS> School of Business and Social Sciences at the Aarhus University | academicStaffSize | 737
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> 1_Decembrie_1918_University | nickname | Uab
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | country | India
<RUS> AWH_Engineering_College | established | 2001
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | country | Switzerland
<RUS> Accademia_di_Architettura_di_Mendrisio | dean | Mario_Botta
<RUS> Accademia_di_Architettura_di_Mendrisio | numberOfStudents | 600
<RUS> Accademia_di_Architettura_di_Mendrisio | numberOfStudents | 600
<RUS> Accademia_di_Architettura_di_Mendrisio | numberOfStudents | 600
<RUS> Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University
<RUS> Acharya_Institute_of_Technology | affiliation | Visvesvaraya_Technological_University
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | city | Bangalore
<RUS> Acharya_Institute_of_Technology | president | "B.M. Reddy"
<RUS> Acharya_Institute_of_Technology | president | "B.M. Reddy"
<RUS> Acharya_Institute_of_Technology | president | "B.M. Reddy"
<RUS> Acharya_Institute_of_Technology | was given the 'Technical Campus' status by | All_India_Council_for_Technical_Education
<RUS> Acharya_Institute_of_Technology | was given the 'Technical Campus' status by | All_India_Council_for_Technical_Education
<RUS> Bangalore | founder | Kempe_Gowda_I
<RUS> Denmark | leaderName | Lars_Løkke_Rasmussen
<RUS> Denmark | leaderName | Lars_Løkke_Rasmussen
<RUS> European_University_Association | headquarters | Brussels
<RUS> India | largestCity | Mumbai
<RUS> India | largestCity | Mumbai
<RUS> Karnataka | has to its northeast | Telangana
<RUS> Karnataka | has to its northeast | Telangana
<RUS> Romania | ethnicGroup | Germans_of_Romania
<RUS> Romania | ethnicGroup | Germans_of_Romania
<RUS> Romania | ethnicGroup | Germans_of_Romania
<RUS> Romania | ethnicGroup | Germans_of_Romania
<RUS> Romania | leaderName | Klaus_Iohannis
<RUS> School of Business and Social Sciences at the Aarhus University | affiliation | European_University_Association
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | city | Aarhus
<RUS> School of Business and Social Sciences at the Aarhus University | dean | "Thomas Pallesen"
<RUS> Visvesvaraya_Technological_University | city | Belgaum
<RUS> Visvesvaraya_Technological_University | city | Belgaum
<RUS> Visvesvaraya_Technological_University | city | Belgaum
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Shepard | deathDate | "1998-07-21"
<RUS> Buzz_Aldrin | alternativeNames | "Edwin E. Aldrin, Jr."
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> California | fossil | Smilodon
<RUS> Elliot_See | deathPlace | St._Louis
<RUS> Elliot_See | status | "Deceased"
<RUS> William_Anders | birthDate | "1933-10-17"
<RUS> Alan_Bean | nationality | United_States
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | nationality | United_States
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | deathPlace | St._Louis
<RUS> New_Hampshire | bird | Purple_finch
<RUS> Alan_Bean | almaMater | "UT Austin, B.S. 1955"
<RUS> Alan_Bean | almaMater | "UT Austin, B.S. 1955"
<RUS> Alan_Bean | birthDate | "1932-03-15"
<RUS> Alan_Bean | birthDate | "1932-03-15"
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | nationality | United_States
<RUS> Alan_Bean | occupation | Test_pilot
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Bean | was a crew member of | Apollo_12
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | almaMater | "NWC, M.A. 1957"
<RUS> Alan_Shepard | birthPlace | New_Hampshire
<RUS> Alan_Shepard | deathPlace | California
<RUS> Alan_Shepard | occupation | Test_pilot
<RUS> Alan_Shepard | served as Chief of the Astronaut Office in | 1963
<RUS> Alan_Shepard | status | "Deceased"
<RUS> Alan_Shepard | timeInSpace | "13017.0"(minutes)
<RUS> Alan_Shepard | was a crew member of | Apollo_14
<RUS> Apollo_12 | backup pilot | Alfred_Worden
<RUS> Apollo_12 | backup pilot | Alfred_Worden
<RUS> Apollo_8 | commander | Frank_Borman
<RUS> Buzz_Aldrin | awards | 20
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | birthPlace | Glen_Ridge,_New_Jersey
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was a crew member of | Apollo_11
<RUS> Buzz_Aldrin | was selected by NASA | 1963
<RUS> California | gemstone | Benitoite
<RUS> Dallas | partsType | List_of_counties_in_Texas
<RUS> Distinguished_Service_Medal_(United_States_Navy) | higher | Department_of_Commerce_Gold_Medal
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | almaMater | University_of_Texas_at_Austin
<RUS> Elliot_See | birthPlace | Dallas
<RUS> Elliot_See | birthPlace | Dallas
<RUS> Elliot_See | deathPlace | St._Louis
<RUS> Elliot_See | deathPlace | St._Louis
<RUS> Elliot_See | occupation | Test_pilot
<RUS> St._Louis | leaderName | Francis_G._Slay
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | dateOfRetirement | "1969-09-01"
<RUS> William_Anders | occupation | Fighter_pilot
<RUS> William_Anders | title | United_States_Ambassador_to_Norway
<RUS> William_Anders | was a crew member of | Apollo_8
<RUS> William_Anders | was a crew member of | Apollo_8
<RUS> William_Anders | was selected by NASA | 1963
<RUS> William_Anders | was selected by NASA | 1963
<RUS> William_Anders | was selected by NASA | 1963
<RUS> William_Anders | was selected by NASA | 1963
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 250_Delaware_Avenue | location | Buffalo,_New_York
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 3Arena | owner | Live_Nation_Entertainment
<RUS> Adisham_Hall | architecturalStyle | "Tudor and Jacabian"
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Adisham_Hall | country | Sri_Lanka
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Amdavad_ni_Gufa | location | Gujarat
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | location | Pacific_Grove,_California
<RUS> Asser_Levy_Public_Baths | location | 23rd_Street_(Manhattan)
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> Ethiopia | leaderName | Mulatu_Teshome
<RUS> United_States | ethnicGroup | African_Americans
<RUS> United_States | language | English_language
<RUS> 200_Public_Square | location | Cleveland
<RUS> 250_Delaware_Avenue | location | Buffalo,_New_York
<RUS> 300_North_LaSalle | location | Chicago
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> AC_Hotel_Bella_Sky_Copenhagen | location | Denmark
<RUS> Adare_Manor | country | Republic_of_Ireland
<RUS> Addis_Ababa_City_Hall | completionDate | 1964
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Akita_Museum_of_Art | country | Japan
<RUS> Alan_B._Miller_Hall | location | Virginia
<RUS> Amdavad_ni_Gufa | location | Ahmedabad
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Ampara_Hospital | country | Sri_Lanka
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asilomar_Conference_Grounds | architect | Julia_Morgan
<RUS> Asser_Levy_Public_Baths | location | New_York_City
<RUS> Birmingham | postalCode | B_postcode_area
<RUS> United_States | capital | Washington,_D.C.
<RUS> 103_Colmore_Row | floorCount | 23
<RUS> 103_Colmore_Row | floorCount | 23
<RUS> 108_St_Georges_Terrace | location | Perth
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 11_Diagonal_Street | location | South_Africa
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 200_Public_Square | location | Cleveland
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 20_Fenchurch_Street | location | United_Kingdom
<RUS> 250_Delaware_Avenue | location | United_States
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 300_North_LaSalle | location | Chicago
<RUS> 3Arena | height | 28.0 (metres)
<RUS> 3Arena | height | 28.0 (metres)
<RUS> 3Arena | height | 28.0 (metres)
